time,id,payload
1749574865.587,117,02CF84D001A51E81
1749574865.687,117,02CF84D001A51E81
1749574865.787,116,011C012A012A0000
1749574865.889,117,02CF84D001A51E81
1749574865.992,116,011C012A012A0000
1749574865.993,118,370053FC0A01
1749574865.095,117,02CF84CF01A51E81
1749574865.198,117,02CF84CF01A51E81
1749574865.301,117,1E8102CF84CF01A5
1749574865.302,119,000000000000
1749574865.402,118,3B0052FC0801
1749574865.502,117,02CF84CF01A51E81
1749574865.503,119,000000000000
1749574865.602,118,380053FC0801
1749574865.702,117,1E8102CF84CF01A5
1749574865.802,117,02CF84CF01A51E81
1749574865.904,117,1E8002CF84CF01A5
1749574865.007,117,CF01A51E8002CF84
1749574865.111,116,011C012A012A0000
1749574865.111,117,02CF84CF01A51E80
1749574865.122,118,3B0056FC0901
1749574865.133,119,000000000000
1749574865.316,117,8002CF84CF01A51E
1749574865.417,117,01A51E8002CF84CF
1749574865.517,117,1E8002CF84CF01A5
1749574865.617,117,02CF84CF01A51E80
1749574865.717,117,CF01A51E8002CF84
1749574865.817,117,02CF84CF01A51E80
1749574865.920,117,02CF84CE01A51E7F
1749574865.023,117,01A51E7F02CF84CE
1749574865.126,117,7F02CF84CE01A51E
1749574865.229,117,02CF84CE01A51E7F
1749574865.332,117,A51E7F02CF84CE01
1749574865.432,117,02CF84CE01A51E7F
1749574865.532,117,02CF84CE01A51E7F
1749574865.632,117,02CF84CE01A51E7F
1749574865.732,117,02CF84CE01A51E7F
1749574865.832,117,1E7F02CF84CE01A5
1749574865.935,117,02CF84CD01A51E7E
1749574865.038,117,01A51E7E02CF84CD
1749574865.141,116,011C012A012A0000
1749574865.141,118,380054FC0901
1749574865.244,117,02CF84CD01A51E7E
1749574865.346,117,CF84CD01A51E7E02
1749574865.446,117,84CD01A51E7E02CF
1749574865.546,117,02CF84CD01A51E7E
1749574865.646,117,CF84CD01A51E7E02
1749574865.746,117,01A51E7E02CF84CD
1749574865.847,117,CF84CD01A51E7E02
1749574865.847,119,000000000000
1749574865.950,119,000000000000
1749574865.053,117,02CF84CD01A51E7D
1749574865.156,117,02CF84CD01A51E7D
1749574865.157,119,000000000000
1749574865.361,117,02CF84CD01A51E7D
1749574865.461,117,84CD01A51E7D02CF
1749574865.561,116,011C012A012A0000
1749574865.661,117,02CF84CD01A51E7D
1749574865.761,117,CF84CD01A51E7D02
1749574865.862,117,CD01A51E7D02CF84
1749574865.965,117,02CF84CD01A51E7D
1749574865.068,117,CD01A51E7D02CF84
1749574865.171,117,02CF84CD01A51E7D
1749574865.274,117,02CF84CD01A51E7D
1749574865.376,117,84CD01A51E7D02CF
1749574865.476,117,02CF84CD01A51E7D
1749574865.576,117,7D02CF84CD01A51E
1749574865.676,117,CF84CD01A51E7D02
1749574865.677,119,000000000000
1749574865.776,119,000000000000
1749574865.981,117,1E7E02CF84CD01A5
1749574865.084,117,01A51E7E02CF84CD
1749574865.187,117,02CF84CD01A51E7E
1749574865.290,117,A51E7E02CF84CD01
1749574865.391,116,011C012A012A0000
1749574865.391,117,02CF84CD01A51E7E
1749574865.402,118,370054FC0A01
1749574865.413,119,000000000000
1749574865.491,118,380053FC0B01
1749574865.591,117,02CF84CD01A51E7E
1749574865.691,116,011C012A012A0000
1749574865.691,117,02CF84CD01A51E7E
1749574865.702,118,380054FC0B01
1749574865.791,117,1E7E02CF84CD01A5
1749574865.893,116,011C012A012A0000
1749574865.893,118,380054FC0901
1749574865.996,117,7E02CF84CC01A51E
1749574865.099,117,02CF84CC01A51E7E
1749574865.202,117,CC01A51E7E02CF84
1749574865.305,117,01A51E7E02CF84CC
1749574865.406,117,CF84CC01A51E7E02
1749574865.506,117,CF84CC01A51E7E02
1749574865.606,117,7E02CF84CC01A51E
1749574865.607,119,000000000000
1749574865.706,118,370054FC0A01
1749574865.806,117,02CF84CC01A51E7E
1749574865.908,116,011C012A012A0000
1749574865.011,116,011C012A012A0000
1749574865.011,117,02CF84CB01A51E7C
1749574865.022,118,370053FC0C01
1749574865.033,119,000000000000
1749574865.217,117,02CF84CB01A51E7C
1749574865.320,117,02CF84CB01A51E7C
1749574865.420,117,A51E7C02CF84CB01
1749574865.520,117,CF84CB01A51E7C02
1749574865.620,117,CB01A51E7C02CF84
1749574865.720,117,CB01A51E7C02CF84
1749574865.820,117,CB01A51E7C02CF84
1749574865.923,117,A51E7B02CF84CA01
1749574865.923,119,000000000000
1749574865.129,117,02CF84CA01A51E7B
1749574865.232,117,02CF84CA01A51E7B
1749574865.335,117,02CF84CA01A51E7B
1749574865.335,119,000000000000
1749574865.435,117,02CF84CA01A51E7B
1749574865.436,119,000000000000
1749574865.635,117,02CF84CA01A51E7B
1749574865.735,117,02CF84CA01A51E7B
1749574865.835,117,CF84CA01A51E7B02
1749574865.939,117,A51E7B02CF84CB01
1749574865.042,117,01A51E7B02CF84CB
1749574865.145,117,A51E7B02CF84CB01
1749574865.248,117,CB01A51E7B02CF84
1749574865.351,116,011C012A012A0000
1749574865.351,117,02CF84CB01A51E7B
1749574865.362,118,380053FC0B01
1749574865.372,119,000000000000
1749574865.550,117,02CF84CB01A51E7B
1749574865.651,116,011C012A012A0000
1749574865.651,117,02CF84CB01A51E7B
1749574865.662,118,3A0054FC0C01
1749574865.673,119,000000000000
1749574865.851,117,84CB01A51E7B02CF
1749574865.852,119,000000000000
1749574865.057,117,CF84CB01A51E7B02
1749574865.058,119,000000000000
1749574865.263,117,02CF84CB01A51E7B
1749574865.365,117,84CB01A51E7B02CF
1749574865.465,117,02CF84CB01A51E7B
1749574865.466,119,000000000000
1749574865.565,116,011C012A012A0000
1749574865.665,117,01A51E7B02CF84CB
1749574865.765,117,02CF84CB01A51E7B
1749574865.866,117,CF84CB01A51E7B02
1749574865.969,117,02CF84CB01A51E78
1749574865.072,117,CF84CB01A51E7802
1749574865.175,117,02CF84CB01A51E78
1749574865.176,119,000000000000
1749574865.278,117,02CF84CB01A51E78
1749574865.379,117,02CF84CB01A51E78
1749574865.480,117,84CB01A51E7802CF
1749574865.580,117,CB01A51E7802CF84
1749574865.680,117,01A51E7802CF84CB
1749574865.780,117,CB01A51E7802CF84
1749574865.882,117,84CB01A51E7802CF
1749574865.985,117,CF84CB01A51E7702
1749574865.088,117,02CF84CB01A51E77
1749574865.089,119,000000000000
1749574865.191,118,380054FC0A01
1749574865.294,117,02CF84CB01A51E77
1749574865.395,116,011C012A012A0000
1749574865.495,117,02CF84CB01A51E77
1749574865.496,119,000000000000
1749574865.695,117,84CB01A51E7702CF
1749574865.795,117,1E7702CF84CB01A5
1749574865.897,117,02CF84CB01A51E77
1749574865.898,119,000000000000
1749574865.103,117,84CB01A51E7402CF
1749574865.206,117,01A51E7402CF84CB
1749574865.309,117,A51E7402CF84CB01
1749574865.410,117,02CF84CB01A51E74
1749574865.510,117,02CF84CB01A51E74
1749574865.612,117,84CB01A51E7402CF
1749574865.710,117,02CF84CB01A51E74
1749574865.810,117,84CB01A51E7402CF
1749574865.912,116,011C012A012A0000
1749574865.912,117,02CF84CC01A51E72
1749574865.923,119,000000000000
1749574865.015,118,380054FC0A01
1749574865.118,117,02CF84CC01A51E72
1749574865.221,117,A51E7202CF84CC01
1749574865.324,117,1E7202CF84CC01A5
1749574865.424,117,CF84CC01A51E7202
1749574865.524,117,84CC01A51E7202CF
1749574865.624,117,02CF84CC01A51E72
1749574865.625,119,000000000000
1749574865.724,118,380054FC0A01
1749574865.824,117,02CF84CC01A51E72
1749574865.825,119,000000000000
1749574865.030,117,02CF84CC01A51E71
1749574865.133,117,02CF84CC01A51E71
1749574865.236,117,02CF84CC01A51E71
1749574865.339,117,02CF84CC01A51E71
1749574865.439,117,7102CF84CC01A51E
1749574865.539,117,1E7102CF84CC01A5
1749574865.639,117,02CF84CC01A51E71
1749574865.739,117,01A51E7102CF84CC
1749574865.839,117,02CF84CC01A51E71
1749574865.840,119,000000000000
1749574865.046,116,011C012A012A0000
1749574865.149,117,01A51E7002CF84CD
1749574865.252,116,011C012A012A0000
1749574865.252,117,02CF84CD01A51E70
1749574865.263,118,390054FC0A01
1749574865.274,119,000000000000
1749574865.454,117,1E7002CF84CD01A5
1749574865.455,119,000000000000
1749574865.654,116,011C012A012A0000
1749574865.754,117,CD01A51E7002CF84
1749574865.855,117,84CD01A51E7002CF
1749574865.958,117,CF84CD01A51E6E02
1749574865.061,117,CF84CD01A51E6E02
1749574865.164,117,CD01A51E6E02CF84
1749574865.267,117,01A51E6E02CF84CD
1749574865.268,119,000000000000
1749574865.369,117,02CF84CD01A51E6E
1749574865.469,117,02CF84CD01A51E6E
1749574865.569,117,6E02CF84CD01A51E
1749574865.669,117,02CF84CD01A51E6E
1749574865.670,119,000000000000
1749574865.872,117,01A51E6E02CF84CD
1749574865.973,117,02CF84CD01A51E6A
1749574865.974,119,000000000000
1749574865.076,118,380052FC0B01
1749574865.179,117,CF84CD01A51E6A02
1749574865.282,117,84CD01A51E6A02CF
1749574865.383,117,A51E6A02CF84CD01
1749574865.484,117,6A02CF84CD01A51E
1749574865.485,119,000000000000
1749574865.584,118,370053FC0C01
1749574865.684,117,02CF84CD01A51E6A
1749574865.784,117,CF84CD01A51E6A02
1749574865.886,117,CF84CD01A51E6A02
1749574865.989,117,02CF84CD01A51E68
1749574865.092,117,CD01A51E6802CF84
1749574865.195,117,02CF84CD01A51E68
1749574865.298,117,02CF84CD01A51E68
1749574865.399,117,02CF84CD01A51E68
1749574865.499,117,01A51E6802CF84CD
1749574865.599,117,02CF84CD01A51E68
1749574865.699,117,02CF84CD01A51E68
1749574865.700,119,000000000000
1749574865.901,117,01A51E6602CF84CE
1749574865.004,117,02CF84CE01A51E66
1749574865.107,117,02CF84CE01A51E66
1749574865.210,117,02CF84CE01A51E66
1749574865.313,117,02CF84CE01A51E66
1749574865.414,117,6602CF84CE01A51E
1749574865.414,119,000000000000
1749574865.614,117,02CF84CE01A51E66
1749574865.615,119,000000000000
1749574865.814,117,02CF84CE01A51E66
1749574865.917,117,CF84CE01A51E6302
1749574865.020,116,011C012A012A0000
1749574865.123,117,CF84CE01A51E6302
1749574865.124,119,000000000000
1749574865.226,119,000000000000
1749574865.329,119,000000000000
1749574865.529,117,CE01A51E6302CF84
1749574865.629,117,A51E6302CF84CE01
1749574865.729,117,02CF84CE01A51E63
1749574865.829,117,02CF84CE01A51E63
1749574865.830,119,000000000000
1749574865.035,117,01A51E6202CF84CF
1749574865.036,119,000000000000
1749574865.241,117,84CF01A51E6202CF
1749574865.343,117,CF84CF01A51E6202
1749574865.444,117,02CF84CF01A51E62
1749574865.544,117,1E6202CF84CF01A5
1749574865.644,117,02CF84CF01A51E62
1749574865.744,117,01A51E6202CF84CF
1749574865.845,117,02CF84CF01A51E62
1749574865.948,117,02CF84CF01A51E61
1749574865.949,119,000000000000
1749574865.051,117,02CF84CF01A51E61
1749574865.052,119,000000000000
1749574865.154,118,390052FC0901
1749574865.257,117,CF84CF01A51E6102
1749574865.359,117,02CF84CF01A51E61
1749574865.459,117,02CF84CF01A51E61
1749574865.559,117,CF84CF01A51E6102
1749574865.659,117,02CF84CF01A51E61
1749574865.660,119,00000000FFFF
1749574865.860,117,CF84CF01A51E6102
1749574865.963,117,CF84D001A51E6102
1749574865.964,119,000000000000
1749574865.272,117,6102CF84D001A51E
1749574865.374,117,01A51E6102CF84D0
1749574865.474,117,02CF84D001A51E61
1749574865.574,117,84D001A51E6102CF
1749574865.674,117,D001A51E6102CF84
1749574865.774,116,011C012A012A0000
1749574865.876,117,02CF84D001A51E61
1749574865.979,117,01A51E5F02CF84D0
1749574865.082,117,02CF84D001A51E5F
1749574865.185,117,02CF84D001A51E5F
1749574865.288,117,02CF84D001A51E5F
1749574865.368,5F3,00000078004A004A
1749574865.368,5F4,000003E803E80064
1749574865.379,5F6,0064006400640000
1749574865.389,5F3,00000078004A004A
1749574865.389,5F4,000003E803E803E5
1749574865.400,5F6,0064006400640000
1749574865.410,116,011C012A012A0000
1749574865.411,117,02CF84D001A51E5F
1749574865.421,118,380055FC0D01
1749574865.422,5F3,00000078004A004A
1749574865.432,5F4,000003E803E803E5
1749574865.433,5F6,0064006400640000
1749574865.443,5F3,00010078004A004A
1749574865.444,5F4,000003E803E803E5
1749574865.454,5F6,0064006400640000
1749574865.455,5F3,00020078004A004A
1749574865.465,5F4,000003E803E803E5
1749574865.466,5F6,0064006400640000
1749574865.480,5F3,00020078004A004A
1749574865.480,5F4,000003E803E803E5
1749574865.491,5F6,0064006400640000
1749574865.491,1,0203040506070809
1749574865.502,5F3,00030078004A004A
1749574865.502,5F4,000003E803E803E5
1749574865.513,5F6,0064006400640000
1749574865.513,5F3,00040078004A004A
1749574865.524,5F4,000003E803E803E5
1749574865.534,5F6,0064006400640000
1749574865.542,5F3,00050078004A004A
1749574865.542,5F4,000003E803E803E5
1749574865.553,5F6,0064006400640000
1749574865.563,5F3,00060078004A004A
1749574865.564,5F4,000003E803E803E5
1749574865.574,5F6,0064006400640000
1749574865.575,5F3,00060078004A004A
1749574865.585,5F4,000003E803E803E5
1749574865.585,5F6,0064006400640000
1749574865.596,1,0203040506070809
1749574865.608,117,02CF84D001A51E5F
1749574865.608,5F3,00070078004A004A
1749574865.619,5F4,000003E803E803E5
1749574865.630,5F6,0064006400640000
1749574865.630,5F3,00080078004A004A
1749574865.640,5F4,000003E803E803E5
1749574865.641,5F6,0064006400640000
1749574865.651,5F3,00090078004A004A
1749574865.652,5F4,000003E803E803E5
1749574865.662,5F3,00090078004A004A
1749574865.665,5F4,000003E803E803E5
1749574865.676,5F6,0064006400640000
1749574865.676,5F3,000A0078004A004A
1749574865.687,5F4,000003E803E803E5
1749574865.687,5F6,0064006400640000
1749574865.698,1,0203040506070809
1749574865.698,116,011C012A012A0000
1749574865.709,117,02CF84D001A51E5F
1749574865.709,5F3,000B0078004A004A
1749574865.720,5F4,000003E803E803E5
1749574865.729,5F6,0064006400640000
1749574865.729,5F3,000C0078004A004A
1749574865.740,5F4,000003E803E803E5
1749574865.751,5F3,000D0078004A004A
1749574865.751,5F4,000003E803E803E5
1749574865.762,5F6,0064006400640000
1749574865.762,5F3,000D0078004A004A
1749574865.772,5F4,000003E803E803E5
1749574865.773,5F6,0064006400640000
1749574865.783,5F3,000E0078004A004A
1749574865.786,5F4,000003E803E803E5
1749574865.797,5F6,0064006400640000
1749574865.797,1,0203040506070809
1749574865.808,116,011C012A012A0000
1749574865.808,117,02CF84D001A51E5F
1749574865.819,118,370054FC0A01
1749574865.820,119,000000000000
1749574865.830,5F3,00100078004A004A
1749574865.830,5F4,000003E803E803E5
1749574865.841,5F6,0064006400640000
1749574865.852,5F3,00100078004A004A
1749574865.852,5F4,000003E803E803E5
1749574865.863,5F6,0064006400640000
1749574865.873,5F3,00110078004A004A
1749574865.874,5F4,000003E803E803E5
1749574865.884,5F3,00120078004A004A
1749574865.884,5F4,000003E803E803E5
1749574865.895,5F6,0064006400640000
1749574865.895,1,0203040506070809
1749574865.906,5F3,00130078004A004A
1749574865.909,117,02CF84D001A51E5F
1749574865.920,5F4,000003E803E803E5
1749574865.920,5F6,0064006400640000
1749574865.931,5F3,00130078004A004A
1749574865.931,5F4,000003E803E803E5
1749574865.942,5F6,0064006400640000
1749574865.942,5F3,00140078004A004A
1749574865.953,5F4,000003E803E803E5
1749574865.953,5F6,0064006400640000
1749574865.964,5F3,00150078004A004A
1749574865.972,5F4,000003E803E803E5
1749574865.972,5F6,0064006400640000
1749574865.983,5F3,00150078004A004A
1749574865.993,5F4,000003E803E803E5
1749574865.994,5F6,0064006400640000
1749574865.004,5F3,00160078004A004A
1749574865.005,5F4,000003E803E803E5
1749574865.015,5F6,0064006400640000
1749574865.016,116,011C012A012A0000
1749574865.026,5F3,00170078004A004A
1749574865.029,5F4,000003E803E803E5
1749574865.040,5F6,0064006400640000
1749574865.040,5F3,00180078004A004A
1749574865.051,5F4,000003E803E803E5
1749574865.051,5F6,0064006400640000
1749574865.062,5F3,00180078004A004A
1749574865.062,5F4,000003E803E803E5
1749574865.073,5F6,0064006400640000
1749574865.073,5F3,00190078004A004A
1749574865.084,5F4,000003E803E803E5
1749574865.094,5F6,0064006400640000
1749574865.094,1,0203040506070809
1749574865.105,5F3,001A0078004A004A
1749574865.116,5F4,000003E803E803E5
1749574865.116,5F6,0064006400640000
1749574865.126,116,011C012A012A0000
1749574865.127,117,02CF84D001A51E5F
1749574865.138,118,370053FC0901
1749574865.138,5F3,001B0078004A004A
1749574865.149,5F3,001B0078004A004A
1749574865.152,5F4,000003E803E803E5
1749574865.162,5F6,0064006400640000
1749574865.163,5F3,001C0078004A004A
1749574865.173,5F4,000003E803E803E5
1749574865.174,5F6,0064006400640000
1749574865.184,5F3,001D0078004A004A
1749574865.185,5F4,000003E803E803E5
1749574865.195,1,0203040506070809
1749574865.195,5F6,0064006400640000
1749574865.206,5F3,001D0078004A004A
1749574865.215,5F4,000003E803E803E5
1749574865.216,5F6,0064006400640000
1749574865.226,116,011C012A012A0000
1749574865.237,117,02CF84D001A51E5F
1749574865.237,118,370053FC0C01
1749574865.248,5F3,001F0078004A004A
1749574865.248,5F4,000003E803E803E5
1749574865.259,5F6,0064006400640000
1749574865.259,5F3,00200078004A004A
1749574865.270,5F4,000003E803E803E5
1749574865.273,5F6,0064006400640000
1749574865.284,1,0203040506070809
1749574865.284,5F3,00200078004A004A
1749574865.295,5F4,000003E803E803E5
1749574865.295,5F6,0064006400640000
1749574865.306,5F3,00210078004A004A
1749574865.306,5F4,000003E803E803E5
1749574865.317,5F6,0064006400640000
1749574865.317,116,011C012A012A0000
1749574865.327,117,02CF84D001A51E5F
1749574865.337,118,360053FC0A01
1749574865.337,5F3,00220078004A004A
1749574865.348,5F4,000003E803E803E5
1749574865.358,5F3,00230078004A004A
1749574865.359,5F4,000003E803E803E5
1749574865.369,5F6,0064006400640000
1749574865.370,5F3,00230078004A004A
1749574865.380,5F4,000003E803E803E5
1749574865.381,5F6,0064006400640000
1749574865.391,1,0203040506070809
1749574865.395,5F3,00240078004A004A
1749574865.405,5F4,000003E803E803E5
1749574865.406,5F6,0064006400640000
1749574865.416,5F3,00250078004A004A
1749574865.417,5F4,000003E803E803E5
1749574865.427,5F6,0064006400640000
1749574865.427,116,011C012A012A0000
1749574865.438,5F3,00260078004A004A
1749574865.438,5F4,000003E803E803E5
1749574865.449,5F3,00260078004A004A
1749574865.460,5F4,000003E803E803E5
1749574865.461,5F6,0064006400640000
1749574865.471,5F3,00270078004A004A
1749574865.482,5F4,000003E803E803E5
1749574865.482,5F6,0064006400640000
1749574865.493,1,0203040506070809
1749574865.493,5F3,00270078004A004A
1749574865.504,5F4,000003E803E803E5
1749574865.504,5F6,0064006400640000
1749574865.515,5F3,00280078004A004A
1749574865.518,5F4,000003E803E803E5
1749574865.528,5F6,0064006400640000
1749574865.529,116,011C012A012A0000
1749574865.539,5F3,00290078004A004A
1749574865.540,5F4,000003E803E803E5
1749574865.550,5F3,002A0078004A004A
1749574865.551,5F4,000003E803E803E5
1749574865.561,5F6,0064006400640000
1749574865.562,5F3,002A0078004A004A
1749574865.572,5F4,000003E803E803E5
1749574865.581,5F6,0064006400640000
1749574865.581,1,0203040506070809
1749574865.592,5F3,002A0078004A004A
1749574865.602,5F4,000003E803E803E5
1749574865.603,5F6,0064006400640000
1749574865.613,5F3,002B0078004A004A
1749574865.614,5F4,000003E803E803E5
1749574865.624,5F6,0064006400640000
1749574865.625,116,011C012A012A0000
1749574865.635,117,02CF84D001A51E5F
1749574865.638,118,380054FC0A01
1749574865.649,5F3,002C0078004A004A
1749574865.649,5F4,000003E803E803E5
1749574865.660,5F3,002C0078004A004A
1749574865.660,5F4,000003E803E803E5
1749574865.671,5F3,002D0078004A004A
1749574865.671,5F4,000003E803E803E5
1749574865.682,5F6,0064006400640000
1749574865.682,1,0203040506070809
1749574865.693,5F3,002E0078004A004A
1749574865.703,5F4,000003E803E803E5
1749574865.704,5F6,0064006400640000
1749574865.714,5F3,002E0078004A004A
1749574865.725,5F4,000003E803E803E5
1749574865.725,5F6,0064006400640000
1749574865.736,118,380054FC0B01
1749574865.736,5F3,002F0078004A004A
1749574865.747,5F4,000003E803E803E5
1749574865.747,5F6,0064006400640000
1749574865.758,5F3,00300078004A004A
1749574865.761,5F4,000003E803E803E5
1749574865.771,5F6,0064006400640000
1749574865.772,5F3,00300078004A004A
1749574865.782,5F4,000003E803E803E5
1749574865.783,5F6,0064006400640000
1749574865.793,1,0203040506070809
1749574865.794,5F3,00310078004A004A
1749574865.804,5F4,000003E803E803E5
1749574865.805,5F6,0064006400640000
1749574865.815,5F3,00320078004A004A
1749574865.823,5F4,000003E803E803E5
1749574865.824,5F6,0064006400640000
1749574865.834,116,011C012A012A0000
1749574865.845,5F3,00330078004A004A
1749574865.845,5F4,000003E803E803E5
1749574865.856,5F3,00330078004A004A
1749574865.856,5F4,000003E803E803E5
1749574865.867,5F6,0064006400640000
1749574865.867,5F3,00340078004A004A
1749574865.878,5F4,000003E803E803E5
1749574865.881,5F6,0064006400640000
1749574865.891,1,0203040506070809
1749574865.892,5F3,00350078004A004A
1749574865.902,5F4,000003E803E803E5
1749574865.903,5F6,0064006400640000
1749574865.913,5F3,00350078004A004A
1749574865.914,5F4,000003E803E803E5
1749574865.924,5F6,0064006400640000
1749574865.925,116,011C012A012A0000
1749574865.935,117,02CF84D101A51E5F
1749574865.944,118,380054FC0901
1749574865.945,5F3,00360078004A004A
1749574865.956,5F4,000003E803E803E5
1749574865.966,5F3,00370078004A004A
1749574865.966,5F4,000003E803E803E5
1749574865.977,5F3,00380078004A004A
1749574865.977,5F4,000003E803E803E5
1749574865.988,5F6,0064006400640000
1749574865.988,1,0203040506070809
1749574865.999,5F3,00380078004A004A
1749574865.002,5F4,000003E803E803E5
1749574865.013,5F3,00390078004A004A
1749574865.013,5F4,000003E803E803E5
1749574865.024,5F6,0064006400640000
1749574865.024,116,011C012A012A0000
1749574865.034,117,02CF84D101A51E5F
1749574865.035,118,380053FC0A01
1749574865.046,5F3,00390078004A004A
1749574865.046,5F4,000003E803E803E5
1749574865.057,5F3,003A0078004A004A
1749574865.067,5F4,000003E803E803E5
1749574865.067,5F6,0064006400640000
1749574865.078,5F3,003B0078004A004A
1749574865.089,5F4,000003E803E803E5
1749574865.089,5F6,0064006400640000
1749574865.100,1,0203040506070809
1749574865.100,5F3,003B0078004A004A
1749574865.111,5F4,000003E803E803E5
1749574865.111,5F3,003C0078004A004A
1749574865.121,5F4,000003E803E803E5
1749574865.125,5F6,0064006400640000
1749574865.135,116,011C012A012A0000
1749574865.136,117,02CF84D101A51E5F
1749574865.147,118,380054FC0C01
1749574865.147,119,000000000000
1749574865.157,5F3,003D0078004A004A
1749574865.158,5F4,000003E803E803E5
1749574865.168,5F6,0064006400640000
1749574865.169,5F3,003E0078004A004A
1749574865.179,5F4,000003E803E803E5
1749574865.188,5F6,0064006400640000
1749574865.188,1,0203040506070809
1749574865.199,5F3,003F0078004A004A
1749574865.209,5F4,000003E803E803E5
1749574865.210,5F6,0064006400640000
1749574865.220,5F3,003F0078004A004A
1749574865.221,5F4,000003E803E803E5
