time,id,payload
1751527816.782,5F0,00021AC01AC0010E
1751527816.872,5F0,00021ADF1ADF0192
1751527816.875,116,0000000000000000
1751527816.885,117,050F8039A2C00000
1751527816.886,118,00003E006104
1751527816.896,119,FFFF0000FDFF
1751527816.972,5F0,00020F250F2504AB
1751527816.976,116,0000000000000000
1751527816.986,117,050F8039A2C00000
1751527816.987,118,BD006A00A304
1751527816.997,119,FFFF0000FDFF
1751527817.070,5F3,FFEB007600640000
1751527817.081,5F5,008B0000006403E8
1751527817.081,5F0,00020D600D600A42
1751527817.092,116,0000000000000000
1751527817.092,117,050F8039A2C00000
1751527817.103,118,EB005100E403
1751527817.103,119,FFFF0000FDFF
1751527817.173,5F0,00020BF10BF10F4E
1751527817.179,116,0000000000000000
1751527817.190,117,050F8039A2C00000
1751527817.190,118,000000000000
1751527817.201,119,000000000000
1751527817.273,5F0,00020975097511C8
1751527817.284,116,0000000000000000
1751527817.295,117,050F8039A2C00000
1751527817.295,118,79FF05001004
1751527817.306,119,FFFF0000FDFF
1751527817.374,5F0,000207F907F911BF
1751527817.379,116,0000000000000000
1751527817.390,117,050F8039A2C00000
1751527817.390,118,EDFF5C005B04
1751527817.401,119,FFFF0000FDFF
1751527817.474,5F0,0002072607261091
1751527817.479,116,0000000000000000
1751527817.490,117,050F8039A2C00000
1751527817.490,118,160054006E03
1751527817.501,119,FFFF0000FDFF
1751527817.571,5F3,FFE5008300640000
1751527817.581,5F5,008B0000006403E8
1751527817.582,5F0,000206C706C70F07
1751527817.592,116,0000000000000000
1751527817.593,117,050F8039A2C00000
1751527817.603,118,91FF8A007804
1751527817.604,119,FFFF0000FDFF
1751527817.675,5F0,0002069006900DAC
1751527817.679,116,0000000000000000
1751527817.690,117,050F8039A2C00000
1751527817.690,118,E3FF2500CA03
1751527817.701,119,FFFF0000FDFF
1751527817.732,5F6,007F016901690000
1751527817.732,5F7,00000009FFFCFE8F
1751527817.743,61B,0000000000000000
1751527817.754,624,0000000000090000
1751527817.754,5F2,03E800E302BC04F4
1751527817.764,5F4,000003E803E803E8
1751527817.775,5F0,0003066B066B0C5A
1751527817.779,116,0000000000000000
1751527817.790,117,050F8039A2C00000
1751527817.790,118,98FFD7FF6604
1751527817.801,119,FFFFFFFFFDFF
1751527817.875,5F0,0003065706570B80
1751527817.880,116,0000000000000000
1751527817.890,117,050F8039A2C00000
1751527817.891,118,D6FF5A002204
1751527817.901,119,FFFF0000FDFF
1751527817.976,5F0,0003065406540B3E
1751527817.983,116,0000000000000000
1751527817.993,117,050F8039A2C00000
1751527817.994,118,CEFF3D002A04
1751527818.004,119,FFFFFFFFFDFF
1751527818.071,5F3,FFE5008A00640000
1751527818.082,5F5,008B0000006403E8
1751527818.082,5F0,0003065706570B10
1751527818.091,116,0000000000000000
1751527818.102,117,050F8039A2C00000
1751527818.102,118,13001600B803
1751527818.113,119,FFFF0000FDFF
1751527818.176,5F0,0003066306630AFF
1751527818.187,116,0000000000000000
1751527818.197,117,050F8039A2C00000
1751527818.198,118,EFFF2800D104
1751527818.208,119,FFFF0000FDFF
1751527818.276,5F0,0003067206720AF5
1751527818.287,116,0000000000000000
1751527818.298,117,050F8039A2C00000
1751527818.298,118,78FFE8FFDA03
1751527818.309,119,FFFF0000FDFF
1751527818.377,5F0,0003067406740AFF
1751527818.387,116,0000000000000000
1751527818.388,117,050F8039A2C00000
1751527818.398,118,1C003900B403
1751527818.409,119,FFFF0000FDFF
1751527818.477,5F0,0003067606760B19
1751527818.487,116,0000000000000000
1751527818.498,117,050F8039A2C00000
1751527818.498,118,DBFF1300DE04
1751527818.509,119,FFFF0000FDFF
1751527818.571,5F3,FFE5008B00640000
1751527818.582,5F5,008B0000006403E8
1751527818.582,5F0,0003067606760B27
1751527818.587,116,0000000000000000
1751527818.598,117,050F8039A2C00000
1751527818.598,118,32001F001B04
1751527818.609,119,FFFF0000FDFF
1751527818.677,5F0,0003067006700B47
1751527818.687,116,0000000000000000
1751527818.688,117,050F8039A2C00000
1751527818.698,118,73FFFFFF2004
1751527818.709,119,FFFF0000FDFF
1751527818.732,5F6,007F015F015F0000
1751527818.743,5F7,0000000E00000009
1751527818.743,61B,0000000000000000
1751527818.754,624,0000000000280000
1751527818.754,5F2,03E800FA02BC04F4
1751527818.765,5F4,000003E803E803E8
1751527818.777,5F0,0004066D066D0B6D
1751527818.787,116,0000000000000000
1751527818.798,117,050F8039A2C00000
1751527818.798,118,080095009603
1751527818.809,119,FFFF0000FDFF
1751527818.878,5F0,0004066906690B7B
1751527818.888,116,0000000000000000
1751527818.899,117,050F8039A2C00000
1751527818.899,118,B2FF1400D103
1751527818.910,119,FFFF0000FDFF
1751527818.978,5F0,0004066706670B7C
1751527818.991,116,0000000000000000
1751527818.991,117,050F8039A2C00000
1751527818.002,118,0B00DAFF7E04
1751527819.013,119,FEFF0000FDFF
1751527819.071,5F3,FFE5008D00640000
1751527819.072,5F5,008A0000006403E8
1751527819.088,5F0,0004066906690B9A
1751527819.094,116,0000000000000000
1751527819.104,117,050F8039A2C00000
1751527819.105,118,8D004400DA03
1751527819.115,119,FFFF0000FDFF
1751527819.178,5F0,0004066406640B9D
1751527819.196,116,0000000000000000
1751527819.207,117,050F8039A2C00000
1751527819.207,118,E9FFF5FFBC03
1751527819.218,119,FFFF0000FDFF
1751527819.279,5F0,0004066406640BA8
1751527819.294,116,0000000000000000
1751527819.305,117,050F8039A2C00000
1751527819.305,118,2900F4FFF803
1751527819.316,119,FFFFFFFFFDFF
1751527819.379,5F0,0004065E065E0B9D
1751527819.394,116,0000000000000000
1751527819.405,117,050F8039A2C00000
1751527819.405,118,5DFFDDFF4104
1751527819.416,119,FFFF0000FDFF
1751527819.479,5F0,0004065806580BAD
1751527819.494,116,0000000000000000
1751527819.495,117,050F8039A2C00000
1751527819.505,118,D5FF1A00FE03
1751527819.516,119,FFFF0000FDFF
1751527819.572,5F3,FFE4009000640000
1751527819.572,5F5,008A0000006403E8
1751527819.579,5F0,0004065A065A0BC1
1751527819.594,116,0000000000000000
1751527819.605,117,050F8039A2C00000
1751527819.605,118,A3FF52008204
1751527819.616,119,FFFF0000FDFF
1751527819.679,5F0,0004065406540BD3
1751527819.694,116,0000000000000000
1751527819.705,117,050F8039A2C00000
1751527819.705,118,D4FF23002004
1751527819.716,119,FFFF0000FDFF
1751527819.732,5F6,007E016201620000
1751527819.733,5F7,000000040000FFFD
1751527819.743,61B,0000000000000000
1751527819.754,624,00000000002A0000
1751527819.754,5F2,03E800FA02BC04F4
1751527819.765,5F4,000003E803E803E8
1751527819.779,5F0,0005065406540096
1751527819.796,116,0000000000000000
1751527819.796,117,050F8039A2C00000
1751527819.807,118,88FF2200DE03
1751527819.817,119,FFFF0000FDFF
1751527819.880,5F0,0005063006300A61
1751527819.895,116,0000000000000000
1751527819.906,117,050F8039A2C00000
1751527819.906,118,DBFF21000F04
1751527819.917,119,FFFF0000FDFF
1751527819.980,5F0,0005067B067B0BF4
1751527819.003,116,0000000000000000
1751527820.013,117,050F8039A2C00000
1751527820.013,118,12001400E003
1751527820.024,119,FFFF0000FDFF
1751527820.076,5F3,FFE3009300640000
1751527820.076,5F5,008A0000006403E8
1751527820.090,5F0,00050658065808FF
1751527820.101,116,0000000000000000
1751527820.111,117,050F8039A2C00000
1751527820.112,118,A4FF5400DD03
1751527820.122,119,FFFF0000FDFF
1751527820.180,5F0,0005065306530856
1751527820.201,116,0000000000000000
1751527820.212,117,050F8039A2C00000
1751527820.212,118,BBFF0700FB03
1751527820.223,119,FFFF0000FDFF
1751527820.280,5F0,0005067F067F084F
1751527820.303,116,0000000000000000
1751527820.303,117,050F8039A2C00000
1751527820.314,118,08006000E303
1751527820.324,119,FFFF0000FDFF
1751527820.381,5F0,000506A706A70000
1751527820.401,116,0000000000000000
1751527820.412,117,050F8039A2C00000
1751527820.412,118,A0FF10002104
1751527820.423,119,FFFF0000FDFF
1751527820.481,5F0,00051A301A300E50
1751527820.501,116,0000000000000000
1751527820.512,117,050F8039A2C00000
1751527820.512,118,D9FF1C00E903
1751527820.523,119,FFFF0000FDFF
1751527820.572,5F3,FFE3009200640000
1751527820.583,5F5,008A0000006403E8
1751527820.583,5F0,0005072F072F0096
1751527820.603,116,0000000000000000
1751527820.603,117,050F8039A2C00000
1751527820.614,118,CBFF24001704
1751527820.624,119,FFFF0000FDFF
1751527820.681,5F0,000506DD06DD0742
1751527820.701,116,0000000000000000
1751527820.712,117,050F8039A2C00000
1751527820.712,118,170013006E04
1751527820.723,119,FFFF0000FDFF
1751527820.732,5F6,0080011B011B0000
1751527820.743,5F7,0000FFFC0009FFC1
1751527820.743,61B,0502000000000000
1751527820.754,624,00000000003B0000
1751527820.754,5F2,03E8017502BC04E9
1751527820.765,5F4,000003E803E803E8
1751527820.782,5F0,000606E906E9076C
1751527820.801,116,0000000000000000
1751527820.812,117,050F8039A2C00000
1751527820.812,118,E5FFFEFF0504
1751527820.823,119,FFFF0000FDFF
1751527820.882,5F0,00060716071607B2
1751527820.903,116,0000000000000000
1751527820.913,117,050F8039A2C00000
1751527820.913,118,06004E002604
1751527820.924,119,FFFFFFFFFDFF
1751527820.982,5F0,00061A301A300AC3
1751527820.005,116,0000000000000000
1751527820.005,117,050F8039A2C00000
1751527821.016,118,93FF5600FA03
1751527821.027,119,FFFF0000FDFF
1751527821.072,5F3,FFE3009300640000
1751527821.073,5F5,008A0000006403E8
1751527821.082,5F0,0006072F072F078D
1751527821.108,116,0000000000000000
1751527821.118,117,050F8039A2C00000
1751527821.119,118,BEFF58002104
1751527821.129,119,FFFF0000FDFF
1751527821.183,5F0,0006074A074A07DB
1751527821.208,116,0000000000000000
1751527821.209,117,050F8039A2C00000
1751527821.219,118,C7FF5200CB03
1751527821.230,119,FFFF0000FDFF
1751527821.283,5F0,0006075A075A07D2
1751527821.308,116,0000000000000000
1751527821.319,117,050F8039A2C00000
1751527821.319,118,EEFF6D00D803
1751527821.330,119,FFFF0000FDFF
1751527821.383,5F0,000607F807F809AD
1751527821.408,116,0000000000000000
1751527821.419,117,050F8039A2C00000
1751527821.419,118,1B0019002A04
1751527821.430,119,FFFF0000FDFF
1751527821.484,5F0,00060734073406F1
1751527821.508,116,0000000000000000
1751527821.509,117,050F8039A2C00000
1751527821.519,118,CAFF0E001204
1751527821.530,119,FFFF0000FDFF
1751527821.580,5F3,FFE3009200640000
1751527821.580,5F5,008A0000006403E8
1751527821.594,5F0,00061A301A300973
1751527821.608,116,0000000000000000
1751527821.619,117,050F8039A2C00000
1751527821.619,118,C8FF96002304
1751527821.630,119,FFFF0000FDFF
1751527821.684,5F0,00060757075706CE
1751527821.708,116,0000000000000000
1751527821.719,117,050F8039A2C00000
1751527821.719,118,F1FF78000604
1751527821.730,119,FFFFFFFFFDFF
1751527821.737,5F6,0080012101210000
1751527821.748,5F7,000000000004FFD8
1751527821.748,61B,0802000000000001
1751527821.758,624,0000000000340000
1751527821.759,5F2,03E801B302BC04D7
1751527821.769,5F4,000003E803E803E8
1751527821.785,5F0,0007076507650708
1751527821.810,116,0000000000000000
1751527821.810,117,050F8039A2C00000
1751527821.821,118,690071005604
1751527821.832,119,FFFF0000FDFF
1751527821.885,5F0,0007076507650753
1751527821.910,116,0000000000000000
1751527821.920,117,050F8039A2C00000
1751527821.921,118,C1FF74007304
1751527821.931,119,FFFF0000FDFF
1751527821.985,5F0,00070829082909D0
1751527822.020,116,0000000000000000
1751527822.020,117,050F8039A2C00000
1751527822.031,118,ECFFA2001004
1751527822.042,119,FFFF0000FDFF
1751527822.073,5F3,FFE1009300640000
1751527822.084,5F5,00890000006403E8
1751527822.091,5F0,0007078307830688
1751527822.116,116,0000000000000000
1751527822.126,117,050F8039A2C00000
1751527822.127,118,97FFF4FF4204
1751527822.137,119,FFFF0000FDFF
1751527822.186,5F0,0007076407640727
1751527822.217,116,0000000000000000
1751527822.228,117,050F8039A2C00000
1751527822.228,118,83FFECFFCC03
1751527822.239,119,FFFF0000FDFF
1751527822.286,5F0,0007077007700728
1751527822.319,116,0000000000000000
1751527822.329,117,050F8039A2C00000
1751527822.329,118,AFFF5400E303
1751527822.340,119,FFFF0000FDFF
1751527822.386,5F0,0007077307730730
1751527822.417,116,0000000000000000
1751527822.428,117,050F8039A2C00000
1751527822.428,118,8B0088003104
1751527822.439,119,FFFF0000FDFF
1751527822.487,5F0,0007078E078E0791
1751527822.517,116,0000000000000000
1751527822.528,117,050F8039A2C00000
1751527822.528,118,550043001A04
1751527822.539,119,FFFFFFFFFDFF
1751527822.573,5F3,FFE1009300640000
1751527822.574,5F5,00890000006403E8
1751527822.587,5F0,00071A2A1A2A0000
1751527822.617,116,0000000000000000
1751527822.618,117,050F8039A2C00000
1751527822.628,118,3200FCFF2B04
1751527822.639,119,FFFF0000FDFF
1751527822.687,5F0,00070841084108E6
1751527822.717,116,0000000000000000
1751527822.728,117,050F8039A2C00000
1751527822.728,118,080047002204
1751527822.739,119,FFFFFFFFFDFF
1751527822.739,5F6,0080013101310000
1751527822.750,5F7,000000080000FF83
1751527822.750,61B,0B02000000000000
1751527822.760,624,0000000000360000
1751527822.761,5F2,03E801BA02BC04C8
1751527822.771,5F4,000003E803E803E8
1751527822.787,5F0,00080798079807EA
1751527822.817,116,0000000000000000
1751527822.828,117,050F8039A2C00000
1751527822.828,118,54007C005404
1751527822.839,119,FFFF0000FDFF
1751527822.887,5F0,000807D807D808B6
1751527822.920,116,0000000000000000
1751527822.920,117,050F8039A2C00000
1751527822.931,118,670046003004
1751527822.942,119,FFFFFFFFFDFF
1751527822.989,5F0,000807F407F40000
1751527823.023,116,0000000000000000
1751527823.033,117,050F8039A2C00000
1751527823.034,118,F2FFA5FFAA03
1751527823.044,119,FFFF0000FDFF
1751527823.073,5F3,FFE1009200640000
1751527823.074,5F5,00890000006403E8
1751527823.087,5F0,000807BA07BA0978
1751527823.126,116,0000000000000000
1751527823.126,117,050F8039A2C00000
1751527823.137,118,B2FF21000F04
1751527823.148,119,FFFF0000FDFF
1751527823.187,5F0,000807A807A80ABC
1751527823.226,116,0000000000000000
1751527823.227,117,050F8039A2C00000
1751527823.237,118,9BFFA4003C04
1751527823.248,119,FFFF0000FDFF
1751527823.288,5F0,0008077B077B0C20
1751527823.326,116,0000000000000000
1751527823.337,117,050F8039A2C00000
1751527823.337,118,1700CEFF2503
1751527823.348,119,FFFF0000FDFF
1751527823.388,5F0,0008072F072F0CD9
1751527823.426,116,0000000000000000
1751527823.427,117,050F8039A2C00000
1751527823.437,118,E6FF71FF1F04
1751527823.448,119,FEFF0000FDFF
1751527823.495,5F0,000806E606E60D72
1751527823.526,116,0000000000000000
1751527823.537,117,050F8039A2C00000
1751527823.537,118,1200A000A103
1751527823.548,119,FFFF0000FDFF
1751527823.573,5F3,FFE1009300640000
1751527823.574,5F5,00890000006403E8
1751527823.588,5F0,000806B106B10096
1751527823.626,116,0000000000000000
1751527823.637,117,050F8039A2C00000
1751527823.637,118,EEFF3200F403
1751527823.648,119,FFFF0000FDFF
1751527823.689,5F0,0008066906690C61
1751527823.728,116,0000000000000000
1751527823.729,117,050F8039A2C00000
1751527823.739,118,1D00E8007104
1751527823.750,119,FFFF0000FDFF
1751527823.750,5F6,007E016401640000
1751527823.761,5F7,00000000FFFDFF33
1751527823.761,61B,0D020000000000FF
1751527823.772,624,0000000000380000
1751527823.772,5F2,03E8010502BC04BF
1751527823.782,5F4,000003E803E803E8
1751527823.798,5F0,0009066106610BE4
1751527823.831,116,0000000000000000
1751527823.841,117,050F8039A2C00000
1751527823.842,118,8AFFC3FFBE03
1751527823.852,119,FFFF0000FDFF
1751527823.889,5F0,0009065706570B99
1751527823.935,116,0000000000000000
1751527823.935,117,050F8039A2C00000
1751527823.946,118,C9FF5E004304
1751527823.957,119,FFFF0000FDFF
1751527823.989,5F0,0009065406540B6B
1751527824.035,116,0000000000000000
1751527824.035,117,050F8039A2C00000
1751527824.046,118,B1FFB8009B03
1751527824.057,119,FFFF0000FDFF
1751527824.075,5F3,FFE1009300640000
1751527824.075,5F5,00890000006403E8
1751527824.090,5F0,0009065406540B4C
1751527824.135,116,0000000000000000
1751527824.146,117,050F8039A2C00000
1751527824.146,118,1C0069006404
1751527824.157,119,00000000FDFF
1751527824.190,5F0,0009065406540B53
1751527824.235,116,0000000000000000
1751527824.236,117,050F8039A2C00000
1751527824.246,118,1D001F009004
1751527824.257,119,FFFF0000FDFF
1751527824.290,5F0,0009065406540B67
1751527824.335,116,0000000000000000
1751527824.336,117,050F8039A2C00000
1751527824.346,118,AFFF3B00B404
1751527824.357,119,FFFF0000FDFF
1751527824.391,5F0,0009065106510B82
1751527824.435,116,0000000000000000
1751527824.446,117,050F8039A2C00000
1751527824.446,118,E0FF75003704
1751527824.457,119,FFFF0000FDFF
1751527824.491,5F0,0009065006500BA3
1751527824.535,116,0000000000000000
1751527824.536,117,050F8039A2C00000
1751527824.546,118,DCFF3B00D703
1751527824.557,119,FFFF0000FDFF
1751527824.574,5F3,FFE1009300640000
1751527824.585,5F5,00880000006403E8
1751527824.591,5F0,0009065006500BB2
1751527824.635,116,0000000000000000
1751527824.636,117,050F8039A2C00000
1751527824.646,118,CFFF27009503
1751527824.657,119,FFFF0000FDFF
1751527824.691,5F0,0009064D064D0BC5
1751527824.734,5F6,007D016201620000
1751527824.744,5F7,0000FFF50000FFFF
1751527824.744,61B,0D02000000000000
1751527824.755,624,00000000004D0000
1751527824.755,5F2,03E8010002BC04B8
1751527824.766,5F4,000003E803E803E8
1751527824.766,116,0000000000000000
1751527824.777,117,050F8039A2C00000
1751527824.777,118,D1FF0000F803
1751527824.788,119,FFFF0000FDFF
1751527824.801,5F0,000A064806480BDF
1751527824.840,116,0000000000000000
1751527824.840,117,050F8039A2C00000
1751527824.851,118,0B005300D603
1751527824.862,119,FFFF0000FDFF
1751527824.892,5F0,000A064106410BE9
1751527824.943,116,0000000000000000
1751527824.943,117,050F8039A2C00000
1751527824.954,118,EDFF60003504
1751527824.965,119,FFFF0000FDFF
1751527824.992,5F0,000A063C063C0BF7
1751527825.044,116,0000000000000000
1751527825.044,117,050F8039A2C00000
1751527825.055,118,88FF29001304
1751527825.066,119,FFFF0000FDFF
1751527825.074,5F3,FFE1009500640000
1751527825.085,5F5,00880000006403E8
1751527825.092,5F0,000A063C063C0C01
1751527825.144,116,0000000000000000
1751527825.145,117,050F8039A2C00000
1751527825.155,118,2D0031002404
1751527825.166,119,FFFF0000FDFF
1751527825.193,5F0,000A063C063C0BFA
1751527825.244,116,0000000000000000
1751527825.255,117,050F8039A2C00000
1751527825.255,118,AB007F008804
1751527825.266,119,FFFF0000FDFF
1751527825.293,5F0,000A063C063C0BEF
1751527825.344,116,0000000000000000
1751527825.345,117,050F8039A2C00000
1751527825.355,118,F0FF30006204
1751527825.366,119,FFFF0000FDFF
1751527825.394,5F0,000A063A063A0BE1
1751527825.444,116,0000000000000000
1751527825.445,117,050F8039A2C00000
1751527825.455,118,76FFF4FFD503
1751527825.466,119,FFFF0000FDFF
1751527825.494,5F0,000A063C063C0BFF
1751527825.544,116,0000000000000000
1751527825.555,117,050F8039A2C00000
1751527825.555,118,F7FF4000A003
1751527825.566,119,FFFF0000FDFF
1751527825.580,5F3,FFE1009400640000
1751527825.580,5F5,00880000006403E8
1751527825.594,5F0,000A063606360C03
1751527825.644,116,0000000000000000
1751527825.645,117,050F8039A2C00000
1751527825.655,118,F1FF89009E04
1751527825.666,119,FFFF0000FDFF
1751527825.694,5F0,000A063606360C0B
1751527825.734,5F6,007C016301630000
1751527825.734,5F7,0000FFF000000001
1751527825.745,61B,0D02000000000000
1751527825.755,624,0000000000450000
1751527825.755,5F2,03E800F902BC04B9
1751527825.766,5F4,000003E803E803E8
1751527825.766,116,0000000000000000
1751527825.777,117,050F8039A2C00000
1751527825.777,118,36FFFCFF1B04
1751527825.788,119,FFFF0000FDFF
1751527825.802,5F0,000B063606360BF1
1751527825.850,116,0000000000000000
1751527825.860,117,050F8039A2C00000
1751527825.861,118,E4FF22009C03
1751527825.871,119,FFFF0000FDFF
1751527825.895,5F0,000B063606360000
1751527825.953,116,0000000000000000
1751527825.953,117,050F8039A2C00000
1751527825.964,118,0F0065004F04
1751527825.975,119,FFFF0000FDFF
1751527825.995,5F0,000B062606260B6D
1751527826.054,116,0000000000000000
1751527826.054,117,050F8039A2C00000
1751527826.065,118,CFFFDFFFB003
1751527826.075,119,FFFF0000FDFF
1751527826.075,5F3,FFE1009400640000
1751527826.086,5F5,00880000006403E8
1751527826.097,5F0,000B062406240B55
1751527826.153,116,0000000000000000
1751527826.164,117,050F8039A2C00000
1751527826.164,118,45000B009503
1751527826.175,119,FFFF0000FDFF
1751527826.196,5F0,000B062A062A0B65
1751527826.253,116,0000000000000000
1751527826.254,117,050F8039A2C00000
1751527826.264,118,17001600AF03
1751527826.275,119,FFFF0000FDFF
1751527826.297,5F0,000B062C062C0B9C
1751527826.353,116,0000000000000000
1751527826.354,117,050F8039A2C00000
1751527826.364,118,7EFF31000A04
1751527826.375,119,FFFF0000FDFF
1751527826.397,5F0,000B063606360BD3
1751527826.453,116,0000000000000000
1751527826.464,117,050F8039A2C00000
1751527826.464,118,95FFEDFF8F03
1751527826.475,119,FFFF0000FDFF
1751527826.497,5F0,000B063306330BED
1751527826.553,116,0000000000000000
1751527826.554,117,050F8039A2C00000
1751527826.564,118,00003900A503
1751527826.575,119,FFFF0000FDFF
1751527826.575,5F3,FFE1009200640000
1751527826.586,5F5,00870000006403E8
1751527826.597,5F0,000B1A301A300C34
1751527826.653,116,0000000000000000
1751527826.654,117,050F8039A2C00000
1751527826.664,118,58003800D003
1751527826.675,119,FFFF0000FDFF
1751527826.698,5F0,000B062506250A8F
1751527826.734,5F6,007C015701570000
1751527826.744,5F7,0000FFFD0004FF46
1751527826.745,61B,0F02000000000001
1751527826.755,624,0000000000400000
1751527826.755,5F2,03E800F802BC04B9
1751527826.766,5F4,000003E803E803E8
1751527826.766,116,0000000000000000
1751527826.777,117,050F8039A2C00000
1751527826.777,118,EFFF9400D103
1751527826.788,119,FFFF0000FDFF
1751527826.802,5F0,000C062C062C0A00
1751527826.859,116,0000000000000000
1751527826.859,117,050F8039A2C00000
1751527826.870,118,9BFF5D000D04
1751527826.881,119,FFFF0000FDFF
1751527826.898,5F0,000C0649064909B1
1751527826.962,116,0000000000000000
1751527826.962,117,050F8039A2C00000
1751527826.973,118,E8FF1100E003
1751527826.983,119,FFFF0000FDFF
1751527826.998,5F0,000C06A206A20A11
1751527827.064,116,0000000000000000
1751527827.075,117,050F8039A2C00000
1751527827.075,118,7EFF0A00F503
1751527827.086,119,FFFF0000FDFF
1751527827.086,5F3,FFE1009200640000
1751527827.096,5F5,00870000006403E8
1751527827.099,5F0,000C06D406D40AF9
1751527827.162,116,0000000000000000
1751527827.173,117,050F8039A2C00000
1751527827.173,118,DFFF47000204
1751527827.184,119,FFFF0000FDFF
1751527827.205,5F0,000C06810681082E
1751527827.262,116,0000000000000000
1751527827.273,117,050F8039A2C00000
1751527827.273,118,03005A00E303
1751527827.284,119,FFFF0000FDFF
1751527827.299,5F0,000C06A706A70861
1751527827.364,116,0000000000000000
1751527827.375,117,050F8039A2C00000
1751527827.375,118,3B005E006904
1751527827.386,119,FFFF0000FDFF
1751527827.399,5F0,000C06CD06CD0897
1751527827.462,116,0000000000000000
1751527827.473,117,050F8039A2C00000
1751527827.473,118,330090006604
1751527827.484,119,FFFF0000FDFF
1751527827.505,5F0,000C074907490B2C
1751527827.562,116,0000000000000000
1751527827.573,117,050F8039A2C00000
1751527827.573,118,19005A004804
1751527827.584,119,FFFF0000FDFF
1751527827.584,5F3,FFE1009300640000
1751527827.595,5F5,00870000006403E8
1751527827.605,5F0,000C0701070108F6
1751527827.663,116,0000000000000000
1751527827.673,117,050F8039A2C00000
1751527827.673,118,50FFF6FF1204
1751527827.684,119,FFFF0000FDFF
1751527827.700,5F0,000C071807180000
1751527827.734,61B,1302000000000001
1751527827.745,624,00000000003A0000
1751527827.745,5F6,007D016D016D0000
1751527827.755,5F7,0000FFFEFFF90077
1751527827.756,5F2,03E8015F02BC04BB
1751527827.766,5F4,000003E803E803E8
1751527827.767,116,0000000000000000
1751527827.777,117,050F8039A2C00000
1751527827.778,118,A8FF19001504
1751527827.788,119,FFFF0000FDFF
1751527827.802,5F0,000D073507350000
1751527827.868,116,0000000000000000
1751527827.868,117,050F8039A2C00000
1751527827.879,118,F5FF47003404
1751527827.890,119,FFFF0000FDFF
1751527827.900,5F0,000D073907390096
1751527827.971,116,0000000000000000
1751527827.981,117,050F8039A2C00000
1751527827.982,118,4E0013000B04
1751527827.992,119,FFFF0000FDFF
1751527827.005,5F0,000D072F072F0A2C
1751527828.075,116,0000000000000000
1751527828.086,117,050F8039A2C00000
1751527828.086,118,21001900DD03
1751527828.097,119,FFFF0000FDFF
1751527828.097,5F3,FFE1009200640000
1751527828.108,5F5,00870000006403E8
1751527828.108,5F0,000D1A301A300919
1751527828.171,116,0000000000000000
1751527828.172,117,050F8039A2C00000
1751527828.182,118,ADFF0E007D03
1751527828.193,119,FFFF0000FDFF
1751527828.201,5F0,000D070607060096
1751527828.271,116,0000000000000000
1751527828.282,117,050F8039A2C00000
1751527828.282,118,2100FEFFF803
1751527828.293,119,FFFF0000FDFF
1751527828.301,5F0,000D070F070F098B
1751527828.371,116,0000000000000000
1751527828.372,117,050F8039A2C00000
1751527828.382,118,580036003704
1751527828.393,119,FFFF0000FDFF
